display,randomise_trials,trial_num,pic_a.correct,pic_b.correct,object_name,pic_a.button1,pic_a.button2,pic_a.button3,pic_a.button4,pic_a.button5,pic_b.button1,pic_b.button2,pic_b.button3,pic_b.button4,pic_b.button5
instructions,,,,,,,,,,,,,,,
test,1,12,cars12a.jpeg,cars12b.jpeg,flywheel,cars12a.jpeg,cars13a.jpeg,cars16a.jpeg,cars23a.jpeg,cars33a.jpeg,cars12b.jpeg,cars13b.jpeg,cars16b.jpeg,cars23b.jpeg,cars33b.jpeg
test,1,13,cars13a.jpeg,cars13b.jpeg,torque converter,cars12a.jpeg,cars13a.jpeg,cars16a.jpeg,cars23a.jpeg,cars33a.jpeg,cars12b.jpeg,cars13b.jpeg,cars16b.jpeg,cars23b.jpeg,cars33b.jpeg
test,1,16,cars16a.jpeg,cars16b.jpeg,catalytic converter,cars12a.jpeg,cars13a.jpeg,cars16a.jpeg,cars23a.jpeg,cars33a.jpeg,cars12b.jpeg,cars13b.jpeg,cars16b.jpeg,cars23b.jpeg,cars33b.jpeg
test,1,23,cars23a.jpeg,cars23b.jpeg,differential,cars12a.jpeg,cars13a.jpeg,cars16a.jpeg,cars23a.jpeg,cars33a.jpeg,cars12b.jpeg,cars13b.jpeg,cars16b.jpeg,cars23b.jpeg,cars33b.jpeg
test,1,33,cars33a.jpeg,cars33b.jpeg,drum brake,cars12a.jpeg,cars13a.jpeg,cars16a.jpeg,cars23a.jpeg,cars33a.jpeg,cars12b.jpeg,cars13b.jpeg,cars16b.jpeg,cars23b.jpeg,cars33b.jpeg
finish,,,,,,,,,,,,,,,
