display,randomise_trials,trial_num,pic_a.correct,pic_b.correct,object_name,pic_a.button1,pic_a.button2,pic_a.button3,pic_a.button4,pic_a.button5,pic_b.button1,pic_b.button2,pic_b.button3,pic_b.button4,pic_b.button5
instructions,,,,,,,,,,,,,,,
test,1,11,gems11a.jpeg,gems11b.jpeg,pegmatite,gems11a.jpeg,gems13a.png,gems15a.jpeg,gems26a.jpeg,gems35a.jpeg,gems11b.jpeg,gems13b.jpeg,gems15b.jpeg,gems26b.jpeg,gems35b.png
test,1,13,gems13a.png,gems13b.jpeg,botryoidal crystal,gems11a.jpeg,gems13a.png,gems15a.jpeg,gems26a.jpeg,gems35a.jpeg,gems11b.jpeg,gems13b.jpeg,gems15b.jpeg,gems26b.jpeg,gems35b.png
test,1,15,gems15a.jpeg,gems15b.jpeg,chalcedony,gems11a.jpeg,gems13a.png,gems15a.jpeg,gems26a.jpeg,gems35a.jpeg,gems11b.jpeg,gems13b.jpeg,gems15b.jpeg,gems26b.jpeg,gems35b.png
test,1,26,gems26a.jpeg,gems26b.jpeg,howlite,gems11a.jpeg,gems13a.png,gems15a.jpeg,gems26a.jpeg,gems35a.jpeg,gems11b.jpeg,gems13b.jpeg,gems15b.jpeg,gems26b.jpeg,gems35b.png
test,1,35,gems35a.jpeg,gems35b.png,cabochon crystal,gems11a.jpeg,gems13a.png,gems15a.jpeg,gems26a.jpeg,gems35a.jpeg,gems11b.jpeg,gems13b.jpeg,gems15b.jpeg,gems26b.jpeg,gems35b.png
finish,,,,,,,,,,,,,,,
