display,randomise_trials,trial_num,pic_a.correct,pic_b.correct,object_name,pic_a.button1,pic_a.button2,pic_a.button3,pic_a.button4,pic_a.button5,pic_b.button1,pic_b.button2,pic_b.button3,pic_b.button4,pic_b.button5
instructions,,,,,,,,,,,,,,,
test,1,15,dino15a.jpeg,dino15b.png,Megalosaurus,dino15a.jpeg,dino23a.png,dino25a.png,dino33a.jpeg,dino35a.jpeg,dino15b.png,dino23b.png,dino25b.png,dino33b.jpeg,dino35b.jpeg
test,1,23,dino23a.png,dino23b.png,Cetiosaurus,dino15a.jpeg,dino23a.png,dino25a.png,dino33a.jpeg,dino35a.jpeg,dino15b.png,dino23b.png,dino25b.png,dino33b.jpeg,dino35b.jpeg
test,1,25,dino25a.png,dino25b.png,Citipati,dino15a.jpeg,dino23a.png,dino25a.png,dino33a.jpeg,dino35a.jpeg,dino15b.png,dino23b.png,dino25b.png,dino33b.jpeg,dino35b.jpeg
test,1,33,dino33a.jpeg,dino33b.jpeg,Aepyornis,dino15a.jpeg,dino23a.png,dino25a.png,dino33a.jpeg,dino35a.jpeg,dino15b.png,dino23b.png,dino25b.png,dino33b.jpeg,dino35b.jpeg
test,1,35,dino35a.jpeg,dino35b.jpeg,Shonisaurus,dino15a.jpeg,dino23a.png,dino25a.png,dino33a.jpeg,dino35a.jpeg,dino15b.png,dino23b.png,dino25b.png,dino33b.jpeg,dino35b.jpeg
finish,,,,,,,,,,,,,,,
